"time_instance","CL","CD","CMx","CMy","CMz"
0, -0.0038544867333661, 0.045282999256634, 0, 0, -0.00476523064367255, 
1, -0.00348663484331779, 0.0452812572088749, 0, 0, -0.0044674308501241, 
2, -0.00390386372429932, 0.0452816645100578, 0, 0, -0.00480142618326031, 
