"Density","Energy","Grid_Velocity:0","Grid_Velocity:1","Grid_Velocity:2","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Points:0","Points:1","Points:2"
0.00042833,1429.6,-0.0027277,0,-0.82894,0.088953,-0.030842,-0.041464,0.0059508,570.57,0.22567,776.04,1.3134,1.6,-0.0033346
0.00042305,1443.5,-0.0018231,0,-0.82494,0.099823,-0.038268,-0.043126,0.0076213,575.77,0.24575,792.99,1.3085,1.6,-0.0022287
0.00042007,1450.8,-0.0013278,0,-0.82275,0.10572,-0.042302,-0.04404,0.008518,578.52,0.25637,802.33,1.3058,1.6,-0.0016231
0.00041631,1454.8,-0.00089966,0,-0.82083,0.1107,-0.045262,-0.044737,0.0090863,579.92,0.26176,811.79,1.3034,1.6,-0.0010998
0.00040769,1466.5,0.00015777,0,-0.81611,0.12369,-0.052876,-0.046754,0.010771,584.11,0.27794,834.69,1.2977,1.6,0.00019287
0.00039704,1476.8,0.0012282,0,-0.81127,0.1374,-0.059928,-0.049141,0.012058,587.59,0.29138,862.56,1.2918,1.6,0.0015015
0.00039057,1485.6,0.0019517,0,-0.808,0.14648,-0.064646,-0.05075,0.013055,590.68,0.30332,881.07,1.2878,1.6,0.0023859
0.00038486,1496.8,0.0026798,0,-0.80465,0.15509,-0.068864,-0.052423,0.014169,594.68,0.31877,900.94,1.2837,1.6,0.003276
0.00037025,1519.5,0.0044028,0,-0.79673,0.17699,-0.079118,-0.05689,0.016776,602.52,0.34903,948.06,1.274,1.6,0.0053823
0.00044169,1247.9,-0.0077786,0,-0.81604,0.19035,0.10353,-0.010876,-0.015313,494.15,-0.069368,651.78,1.2976,1.6,-0.0095092
0.00044564,1265.4,-0.007281,0,-0.81242,0.1899,0.10474,-0.009988,-0.014083,501.1,-0.042537,655.07,1.2932,1.6,-0.0089008
0.0004497,1284.2,-0.0066529,0,-0.80779,0.18931,0.10603,-0.0087811,-0.01244,508.56,-0.013753,658.83,1.2875,1.6,-0.008133
0.00045587,1318.5,-0.00564,0,-0.79839,0.18379,0.10548,-0.0067743,-0.0092913,522.47,0.03996,667.66,1.276,1.6,-0.0068947
0.00045734,1326.4,-0.0054214,0,-0.79636,0.18264,0.10541,-0.0063714,-0.0086226,525.66,0.05228,669.62,1.2735,1.6,-0.0066274
0.00045906,1335.8,-0.0052808,0,-0.79449,0.18128,0.10522,-0.0061737,-0.0080492,529.45,0.066894,671.86,1.2712,1.6,-0.0064557
0.00046849,1387.6,-0.0044793,0,-0.78384,0.17348,0.104,-0.0049757,-0.0047589,550.39,0.14775,684.42,1.2582,1.6,-0.0054758
0.00048167,1458.1,-0.0039671,0,-0.77225,0.16556,0.1033,-0.0043712,-0.0021836,578.81,0.2575,700.05,1.244,1.6,-0.0048496
0.00048248,1462.6,-0.003934,0,-0.77147,0.16506,0.10326,-0.004325,-0.0019665,580.62,0.26446,701.08,1.2431,1.6,-0.0048092
0.00049531,1535.8,-0.0037862,0,-0.7576,0.1592,0.10338,-0.0038567,0.0026856,610,0.37789,717.35,1.2261,1.6,-0.0046286
