"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Grid_Velocity:0","Grid_Velocity:1","Grid_Velocity:2","Pressure","Temperature","Mach","Pressure_Coefficient","Points:0","Points:1","Points:2"
0.00039704,-0.059928,-0.049141,0.012058,1476.8,0.0012282,0,-0.81127,587.59,862.56,0.1374,0.29138,1.2918,1.6,0.0015015
0.00039057,-0.064646,-0.05075,0.013055,1485.6,0.0019517,0,-0.808,590.68,881.07,0.14648,0.30332,1.2878,1.6,0.0023859
0.00038486,-0.068864,-0.052423,0.014169,1496.8,0.0026798,0,-0.80465,594.68,900.94,0.15509,0.31877,1.2837,1.6,0.003276
0.00037025,-0.079118,-0.05689,0.016776,1519.5,0.0044028,0,-0.79673,602.52,948.06,0.17699,0.34903,1.274,1.6,0.0053823
0.0003566,-0.088102,-0.060723,0.018746,1538.8,0.0064439,0,-0.78715,608.87,995.25,0.19715,0.37356,1.2623,1.6,0.0078774
0.00035289,-0.090722,-0.061893,0.019338,1545.6,0.0070297,0,-0.78439,611.19,1009,0.20295,0.38251,1.2589,1.6,0.0085936
0.00034986,-0.092371,-0.062585,0.019664,1547.9,0.0076141,0,-0.78158,611.82,1019.1,0.20704,0.38494,1.2555,1.6,0.009308
0.00033798,-0.098657,-0.065865,0.020857,1554.6,0.0098335,0,-0.7709,613.23,1057,0.22363,0.3904,1.2424,1.6,0.012021
0.00032829,-0.10104,-0.067591,0.021521,1541.6,0.011925,0,-0.7605,607.31,1078.2,0.23386,0.36754,1.2297,1.6,0.014577
0.00032172,-0.1029,-0.0689,0.021913,1534.1,0.01338,0,-0.75327,603.8,1093.4,0.24123,0.35397,1.2208,1.6,0.016356
0.00031673,-0.1029,-0.069055,0.021741,1516.7,0.014405,0,-0.748,596.69,1097.6,0.24471,0.3265,1.2144,1.6,0.01761
0.00029869,-0.10181,-0.069319,0.021094,1446.1,0.017907,0,-0.72974,567.97,1107.9,0.25658,0.21562,1.1921,1.6,0.021891
0.00028822,-0.09994,-0.067936,0.020667,1392.1,0.019932,0,-0.71886,546.39,1104.2,0.26123,0.13232,1.1788,1.6,0.024366
0.00026845,-0.095082,-0.065257,0.019005,1285.6,0.023287,0,-0.70046,504.05,1094,0.26886,-0.031153,1.1563,1.6,0.028468
0.00024306,-0.088073,-0.059736,0.01695,1142.2,0.027275,0,-0.67788,447.31,1071.5,0.27634,-0.25025,1.1287,1.6,0.033343
0.00016452,-0.060196,-0.041151,0.0051686,757.75,0.044845,0,-0.5685,296.6,1050.2,0.2797,-0.8321,0.99498,1.6,0.054822
0.00016425,-0.060234,-0.041093,0.0053259,752.65,0.044367,0,-0.57171,294.55,1044.7,0.28097,-0.84003,0.9989,1.6,0.054237
0.00020342,-0.06544,-0.048228,0.010831,1051.9,0.057387,0,-0.47313,414.13,1186.1,0.23887,-0.37832,0.87839,1.6,0.070154
0.000206,-0.066873,-0.049043,0.010955,1071.4,0.056512,0,-0.48048,421.78,1192.9,0.23987,-0.34881,0.88737,1.6,0.069085
0.00023233,-0.08476,-0.057516,0.015921,1081,0.028865,0,-0.66878,423.16,1061.1,0.27963,-0.34349,1.1176,1.6,0.035287
0.00016806,-0.06106,-0.041946,0.0054398,786.57,0.045616,0,-0.56304,308.06,1065.9,0.27645,-0.78786,0.9883,1.6,0.055764
0.00021097,-0.077736,-0.052485,0.013262,964.04,0.032,0,-0.65011,377.1,1039.2,0.28464,-0.52129,1.0947,1.6,0.039119
0.00020712,-0.069367,-0.050312,0.010202,1084.6,0.053407,0,-0.50595,426.66,1200.3,0.24542,-0.32997,0.9185,1.6,0.065288
0.00019566,-0.067431,-0.048069,0.0081012,999.8,0.051049,0,-0.52389,392.83,1168.9,0.25425,-0.46056,0.94043,1.6,0.062406
0.00017583,-0.055271,-0.040815,0.0076768,867.39,0.060537,0,-0.44424,341.52,1129.7,0.23848,-0.65868,0.84307,1.6,0.074004
0.00038241,0.5653,0.010893,0.021335,1031.1,0.072925,0,-0.034915,244.98,373.24,1.5623,-1.0314,0.34268,1.6,0.089149
0.00037249,0.54575,0.010159,0.01463,1010.3,0.07371,0,-0.059373,244.03,381.75,1.5306,-1.0351,0.37258,1.6,0.090108
0.00016791,-0.062505,-0.042151,0.0072479,743.37,0.039853,0,-0.6017,290.51,1008.3,0.28997,-0.85563,1.0356,1.6,0.048719
0.00018571,-0.069272,-0.046432,0.010024,828.22,0.035961,0,-0.62617,323.69,1014.9,0.28954,-0.72753,1.0655,1.6,0.043961
0.00036289,0.52589,0.0092474,0.010286,990.4,0.07415,0,-0.078421,243.63,391.19,1.4952,-1.0366,0.39587,1.6,0.090647
0.0003419,0.4815,0.0070317,0.005179,946.95,0.074593,0,-0.10941,243.08,414.57,1.4113,-1.0388,0.43375,1.6,0.091187
0.00032907,0.45415,0.0055548,0.0029953,919.92,0.074731,0,-0.12541,242.57,429.67,1.3584,-1.0407,0.45331,1.6,0.091356
0.00029264,0.37668,0.0014669,-0.00098436,843.19,0.074796,0,-0.15995,240.2,479.21,1.1994,-1.0499,0.49553,1.6,0.091435
0.0002786,0.34669,-0.00022404,-0.0021409,813.26,0.074746,0,-0.17169,238.96,500.25,1.1348,-1.0547,0.50989,1.6,0.091374
0.00023123,0.24436,-0.0058699,-0.0042757,714.6,0.074321,0,-0.2068,233.91,591.51,0.88581,-1.0741,0.5528,1.6,0.090856
0.00021886,0.21695,-0.0075251,-0.0045328,689.32,0.074151,0,-0.21599,232.51,619.84,0.8123,-1.0795,0.56404,1.6,0.090647
0.00017806,0.12188,-0.013422,-0.0040387,614.37,0.073283,0,-0.25007,228.47,750.16,0.51162,-1.0952,0.6057,1.6,0.089587
0.00017049,0.10234,-0.014853,-0.003667,602.85,0.073037,0,-0.25789,228.42,781.13,0.44291,-1.0953,0.61526,1.6,0.089286
0.00015018,0.038469,-0.020194,-0.0013665,590.41,0.07179,0,-0.29082,233.36,906.5,0.19809,-1.0763,0.65552,1.6,0.087762
0.00014716,0.027314,-0.021289,-0.00087381,590.54,0.071481,0,-0.29788,234.51,928.48,0.16024,-1.0718,0.66415,1.6,0.087383
0.00013863,-0.0074386,-0.024886,0.00070173,596.03,0.069876,0,-0.32963,237.33,997.82,0.1275,-1.0609,0.70296,1.6,0.085421
0.0001366,-0.012905,-0.025386,0.00081325,592.7,0.069501,0,-0.33613,235.87,1005.9,0.13485,-1.0666,0.71091,1.6,0.084963
0.00012859,-0.028057,-0.026514,0.00078794,568.04,0.067521,0,-0.36624,224.87,1018.9,0.19249,-1.109,0.74772,1.6,0.082542
0.00012787,-0.030139,-0.026768,0.00087897,566.04,0.0671,0,-0.37198,223.87,1020,0.20142,-1.1129,0.75473,1.6,0.082028
0.00013345,-0.038526,-0.029479,0.0020248,602.65,0.064749,0,-0.4008,237.52,1036.8,0.23044,-1.0602,0.78996,1.6,0.079154
0.00018479,-0.065091,-0.045769,0.0064079,919.59,0.049334,0,-0.53678,360.94,1137.6,0.26135,-0.58371,0.9562,1.6,0.060309
0.00013621,-0.040004,-0.030307,0.0023204,618.44,0.064361,0,-0.40521,243.67,1042.2,0.23306,-1.0365,0.79536,1.6,0.07868
0.00016909,-0.052823,-0.038997,0.0068938,822.9,0.061272,0,-0.43744,324,1116,0.23838,-0.7263,0.83476,1.6,0.074903
0.00017055,-0.053316,-0.039384,0.0070996,831.91,0.061156,0,-0.43859,327.55,1118.9,0.2384,-0.7126,0.83616,1.6,0.074762
0.00019435,-0.072168,-0.048643,0.011268,871.52,0.034439,0,-0.63565,340.68,1021.3,0.2885,-0.66193,1.0771,1.6,0.0421
0.00037573,0.023461,-0.023052,-0.0046857,1080.2,-0.013121,0,-0.84353,431.39,668.88,0.072897,-0.31169,1.3312,1.6,-0.01604
0.00041322,0.036272,-0.024487,-0.014556,1189.2,-0.01274,0,-0.84195,474.67,669.22,0.088016,-0.1446,1.3293,1.6,-0.015574
0.00042396,0.043668,-0.02423,-0.01471,1221.2,-0.012316,0,-0.84011,487.2,669.48,0.096911,-0.096211,1.327,1.6,-0.015055
0.00043029,0.048942,-0.023939,-0.014665,1240.9,-0.012012,0,-0.8388,494.89,670.05,0.10334,-0.066512,1.3254,1.6,-0.014684
0.00042702,0.059741,-0.021657,-0.015148,1229.3,-0.011401,0,-0.83599,489.68,668.07,0.12113,-0.086623,1.322,1.6,-0.013938
0.00042509,0.064302,-0.020652,-0.015246,1223.4,-0.01114,0,-0.83479,487.09,667.55,0.12865,-0.096641,1.3205,1.6,-0.013618
0.00042497,0.065347,-0.020463,-0.015331,1222.6,-0.011081,0,-0.83451,486.71,667.22,0.1304,-0.0981,1.3202,1.6,-0.013546
0.0004252,0.067218,-0.020086,-0.015449,1221.3,-0.010971,0,-0.83396,486.06,665.97,0.13366,-0.10062,1.3195,1.6,-0.013412
0.00042723,0.084578,-0.016456,-0.016502,1209.3,-0.0099438,0,-0.82883,480.11,654.69,0.16371,-0.12358,1.3132,1.6,-0.012156
0.00043314,0.094612,-0.013911,-0.016671,1219.2,-0.0090505,0,-0.82387,483.3,650.06,0.1793,-0.11127,1.3072,1.6,-0.011064
0.00043464,0.097146,-0.013302,-0.016713,1221.6,-0.0088267,0,-0.82262,484.1,648.87,0.18327,-0.1082,1.3056,1.6,-0.01079
0.00043576,0.09823,-0.012915,-0.016494,1225.6,-0.0086569,0,-0.82156,485.62,649.24,0.18454,-0.10233,1.3043,1.6,-0.010583
0.00044169,0.10353,-0.010876,-0.015313,1247.9,-0.0077786,0,-0.81604,494.15,651.78,0.19035,-0.069368,1.2976,1.6,-0.0095092
0.00044564,0.10474,-0.009988,-0.014083,1265.4,-0.007281,0,-0.81242,501.1,655.07,0.1899,-0.042537,1.2932,1.6,-0.0089008
0.0004497,0.10603,-0.0087811,-0.01244,1284.2,-0.0066529,0,-0.80779,508.56,658.83,0.18931,-0.013753,1.2875,1.6,-0.008133
0.00045587,0.10548,-0.0067743,-0.0092913,1318.5,-0.00564,0,-0.79839,522.47,667.66,0.18379,0.03996,1.276,1.6,-0.0068947
0.00045734,0.10541,-0.0063714,-0.0086226,1326.4,-0.0054214,0,-0.79636,525.66,669.62,0.18264,0.05228,1.2735,1.6,-0.0066274
0.00045906,0.10522,-0.0061737,-0.0080492,1335.8,-0.0052808,0,-0.79449,529.45,671.86,0.18128,0.066894,1.2712,1.6,-0.0064557
0.00046849,0.104,-0.0049757,-0.0047589,1387.6,-0.0044793,0,-0.78384,550.39,684.42,0.17348,0.14775,1.2582,1.6,-0.0054758
0.00048167,0.1033,-0.0043712,-0.0021836,1458.1,-0.0039671,0,-0.77225,578.81,700.05,0.16556,0.2575,1.244,1.6,-0.0048496
0.00048248,0.10326,-0.004325,-0.0019665,1462.6,-0.003934,0,-0.77147,580.62,701.08,0.16506,0.26446,1.2431,1.6,-0.0048092
0.00049531,0.10338,-0.0038567,0.0026856,1535.8,-0.0037862,0,-0.7576,610,717.35,0.1592,0.37789,1.2261,1.6,-0.0046286
0.00049912,0.10336,-0.0037123,0.003597,1556.5,-0.0037569,0,-0.75391,618.29,721.68,0.15745,0.40993,1.2216,1.6,-0.0045927
0.00050575,0.1032,-0.0034869,0.0043556,1594.3,-0.0039871,0,-0.7464,633.5,729.55,0.15445,0.46863,1.2125,1.6,-0.0048741
0.00051964,0.103,-0.0030788,0.0058997,1673.3,-0.0044626,0,-0.73089,665.22,745.8,0.14837,0.59112,1.1935,1.6,-0.0054554
0.00052622,0.10275,-0.0026636,0.0074969,1717,-0.0055128,0,-0.71639,682.75,755.76,0.14537,0.6588,1.1758,1.6,-0.0067392
0.0005316,0.1026,-0.0023161,0.0086742,1751.6,-0.0063029,0,-0.70549,696.66,763.47,0.14304,0.71249,1.1624,1.6,-0.0077051
0.00083351,0.0015587,0.029194,0.13714,2015,0.0028554,0,0.24547,801.29,560.07,0.14501,1.1165,-8.4072e-05,1.6,0.0034907
0.00082021,0.026265,0.028439,0.21939,1989,0.005182,0,0.24527,782.42,555.7,0.23664,1.0436,0.00016752,1.6,0.0063348
0.00056724,0.51442,0.019814,0.4374,1484.3,0.029051,0,0.23224,432.41,444.42,1.1523,-0.30776,0.016098,1.6,0.035514
0.00053806,0.49608,0.018717,0.38773,1404,0.02998,0,0.23115,414.12,448.38,1.1278,-0.37839,0.017431,1.6,0.03665
0.0007124,0.39696,0.02458,0.60284,1824.7,0.020875,0,0.23953,582.52,476.22,0.95038,0.27182,0.0071874,1.6,0.025519
0.00070409,0.44069,0.024386,0.61858,1816.6,0.022082,0,0.23874,562.61,465.52,1.0204,0.19492,0.0081418,1.6,0.026995
0.00068725,0.47827,0.023925,0.60801,1783.9,0.023359,0,0.23775,538.41,456.16,1.079,0.10149,0.0093604,1.6,0.028555
0.00074037,0.25592,0.02516,0.52876,1853.6,0.016666,0,0.24194,648.06,509.95,0.7174,0.52487,0.0042322,1.6,0.020374
0.0007326,0.29614,0.024991,0.55427,1846,0.017905,0,0.24128,629.46,500.44,0.7851,0.45304,0.0050443,1.6,0.021889
0.00075047,0.21943,0.025494,0.49785,1868.5,0.015342,0,0.24252,667.38,517.95,0.65271,0.59946,0.0035288,1.6,0.018755
0.00079076,0.10082,0.026831,0.37738,1936.2,0.010457,0,0.2443,735.71,542.03,0.43384,0.86328,0.0013494,1.6,0.012783
0.00077721,0.13696,0.026356,0.41772,1912.2,0.012046,0,0.24377,713.94,535.03,0.50209,0.77921,0.0019932,1.6,0.014726
0.0006417,0.53125,0.022565,0.55735,1681.3,0.026144,0,0.23533,487.1,442.07,1.1669,-0.096616,0.01232,1.6,0.03196
0.0006111,0.54217,0.021478,0.51207,1605.1,0.027658,0,0.23387,459.86,438.4,1.1895,-0.20176,0.014102,1.6,0.033811
0.00080336,0.066088,0.027507,0.31324,1958.1,0.0081824,0,0.24479,756.39,548.45,0.35032,0.94312,0.00075447,1.6,0.010003
0.00072311,0.34523,0.024768,0.58541,1836.7,0.019419,0,0.24047,606.75,488.84,0.86774,0.36536,0.0060364,1.6,0.023739
0.00066917,0.52225,0.023434,0.59853,1750,0.02479,0,0.23663,511.23,445.08,1.1483,-0.0034188,0.010728,1.6,0.030305
0.00076267,0.17573,0.025832,0.46099,1886.4,0.013751,0,0.24321,690.58,527.52,0.57532,0.68902,0.002684,1.6,0.01681
0.00081287,0.03995,0.027973,0.26497,1974.6,0.0064709,0,0.24515,771.99,553.28,0.28744,1.0033,0.00030684,1.6,0.0079105
0.00084414,-0.0043306,0.030028,0.079109,2038.8,0.00016224,0,0.24536,813.42,561.38,0.088225,1.1633,5.5533e-05,1.6,0.00019834
0.00077152,0.21935,0.028482,-0.24836,1882.6,-0.020044,0,0.23675,724.36,546.97,0.37599,0.81945,0.010576,1.6,-0.024503
0.0007809,0.20559,0.028927,-0.24837,1904,-0.019123,0,0.2375,734.65,548.05,0.36182,0.85916,0.0096632,1.6,-0.023377
0.00079593,0.1835,0.029481,-0.24823,1938.3,-0.017633,0,0.23871,751.15,549.8,0.33895,0.92287,0.0081864,1.6,-0.021555
0.00080763,0.15638,0.030109,-0.23619,1963.7,-0.016032,0,0.23979,765.22,551.97,0.30687,0.97721,0.0068654,1.6,-0.019598
0.00081958,0.12091,0.030583,-0.21079,1988.8,-0.014027,0,0.24102,780.56,554.83,0.25939,1.0364,0.0053629,1.6,-0.017148
0.00082776,0.089568,0.030762,-0.18096,2005,-0.012325,0,0.24196,791.93,557.37,0.2132,1.0803,0.004209,1.6,-0.015067
0.00083609,0.059364,0.030988,-0.13668,2022.2,-0.010472,0,0.24278,802.91,559.45,0.15784,1.1227,0.0032073,1.6,-0.012801
0.00084505,0.028562,0.031029,-0.080967,2041.3,-0.0080694,0,0.24369,814.1,561.24,0.09514,1.1659,0.002093,1.6,-0.0098646
0.00085188,0.0063813,0.030908,-0.030203,2056.3,-0.005824,0,0.24442,822.09,562.21,0.044122,1.1968,0.0011978,1.6,-0.0071196
0.00085015,-0.0025579,0.030613,0.023389,2052.3,-0.0027352,0,0.245,820.22,562.08,0.054993,1.1896,0.0004892,1.6,-0.0033437
0.00081466,0.13988,0.030373,-0.22886,1979,-0.015057,0,0.24045,773.7,553.3,0.28737,1.0099,0.0060604,1.6,-0.018406
0.00084109,0.04142,0.031009,-0.11039,2032.5,-0.0093706,0,0.24327,809.47,560.68,0.12487,1.1481,0.0026119,1.6,-0.011455
0.00084929,-0.0071764,0.030382,0.051056,2050.4,-0.00114,0,0.2453,819.3,562.01,0.060638,1.186,0.00012311,1.6,-0.0013936
0.00052492,0.50054,0.018109,0.36683,1372,0.030852,0,0.22993,401.69,445.72,1.1443,-0.42634,0.018916,1.6,0.037716
0.00048168,0.52057,0.01586,0.28988,1268,0.035322,0,0.22281,359.62,434.93,1.2107,-0.58881,0.027616,1.6,0.04318
0.00047565,0.52373,0.01551,0.2763,1253.4,0.03629,0,0.22104,353.82,433.37,1.2203,-0.6112,0.02978,1.6,0.044363
0.00047308,0.52651,0.015413,0.2681,1247.3,0.037088,0,0.21948,351.22,432.51,1.2256,-0.62122,0.031696,1.6,0.045339
0.00046927,0.53058,0.01529,0.25527,1238.2,0.038357,0,0.21691,347.41,431.31,1.233,-0.63592,0.034834,1.6,0.046891
0.00046724,0.53268,0.015206,0.24791,1233.3,0.039095,0,0.21537,345.46,430.75,1.2364,-0.64345,0.036716,1.6,0.047792
0.00050432,0.50768,0.017062,0.33415,1321.9,0.032221,0,0.22802,382.17,441.48,1.1705,-0.50172,0.021247,1.6,0.039389
0.00049402,0.51373,0.016508,0.31483,1297.5,0.03357,0,0.22582,371.79,438.39,1.1894,-0.5418,0.023937,1.6,0.041038
0.00046604,0.53554,0.015243,0.24138,1230.7,0.039801,0,0.21381,344.06,430.1,1.2403,-0.64886,0.038627,1.6,0.048656
0.00048651,0.51815,0.016088,0.30074,1279.7,0.034553,0,0.22422,364.22,436.14,1.2033,-0.57104,0.025898,1.6,0.04224
0.00047092,0.52876,0.015302,0.26134,1242.2,0.037746,0,0.21819,349.03,431.79,1.23,-0.62968,0.033275,1.6,0.046144
0.00046502,0.53792,0.015248,0.23597,1228.4,0.040387,0,0.21251,342.87,429.55,1.2437,-0.65348,0.040212,1.6,0.049372
0.00046394,0.5407,0.015316,0.23078,1226.2,0.040963,0,0.21116,341.39,428.69,1.249,-0.65918,0.041867,1.6,0.050077
0.00046263,0.54404,0.015315,0.22452,1223.6,0.041658,0,0.20952,339.6,427.65,1.2553,-0.66608,0.043863,1.6,0.050926
0.00046052,0.54741,0.015339,0.21854,1219.3,0.042334,0,0.20783,336.74,425.98,1.2656,-0.67714,0.04593,1.6,0.051752
0.0004587,0.55041,0.01533,0.2133,1215.7,0.042928,0,0.20635,334.25,424.52,1.2745,-0.68675,0.047747,1.6,0.052478
0.00045394,0.5535,0.015124,0.20489,1205.3,0.043713,0,0.20425,328.53,421.61,1.2923,-0.70883,0.050316,1.6,0.053437
0.00045114,0.5552,0.014973,0.19996,1199.2,0.044168,0,0.20303,325.21,419.96,1.3025,-0.72165,0.051803,1.6,0.053994
0.00044967,0.55548,0.014816,0.19787,1195.9,0.044336,0,0.20255,323.59,419.22,1.307,-0.72791,0.052393,1.6,0.0542
0.00043986,0.55618,0.013899,0.18418,1173.2,0.045386,0,0.19952,313.11,414.71,1.3347,-0.76837,0.056092,1.6,0.055483
0.00043113,0.55945,0.013415,0.17183,1154.1,0.046641,0,0.19557,302.66,408.96,1.3699,-0.80871,0.060925,1.6,0.057018
0.00042937,0.56014,0.013296,0.16933,1150.3,0.046896,0,0.19477,300.54,407.79,1.3771,-0.81689,0.061905,1.6,0.057329
0.0004271,0.55977,0.013228,0.16612,1145,0.047171,0,0.19381,298.23,406.77,1.3833,-0.82583,0.063074,1.6,0.057665
0.00041777,0.55836,0.012648,0.15275,1123,0.048317,0,0.18982,288.69,402.58,1.4091,-0.86266,0.067948,1.6,0.059066
0.00041059,0.55604,0.012442,0.14154,1105.6,0.049425,0,0.18558,281.79,399.81,1.4261,-0.88931,0.073137,1.6,0.060421
0.00040849,0.55532,0.012349,0.1383,1100.5,0.049744,0,0.18436,279.78,399.01,1.431,-0.89706,0.074631,1.6,0.060811
0.00040708,0.55487,0.012311,0.13565,1097.1,0.050082,0,0.18294,278.44,398.48,1.4343,-0.9022,0.076358,1.6,0.061223
0.00040253,0.55358,0.011992,0.12695,1086.1,0.0512,0,0.17826,274.08,396.68,1.4455,-0.91906,0.082084,1.6,0.06259
0.00039972,0.55248,0.011698,0.12031,1079.1,0.052107,0,0.17414,271.6,395.85,1.4507,-0.92864,0.087125,1.6,0.063699
0.00039787,0.55152,0.011498,0.11628,1074.5,0.052644,0,0.1717,270.02,395.39,1.4537,-0.93472,0.090101,1.6,0.064355
0.00039656,0.55085,0.011237,0.11271,1071.2,0.053136,0,0.16928,268.97,395.14,1.4554,-0.93878,0.093065,1.6,0.064958
0.00039336,0.5487,0.010513,0.10524,1063.1,0.054137,0,0.16433,266.49,394.68,1.4587,-0.94837,0.099108,1.6,0.066181
0.00039228,0.54881,0.010235,0.10048,1060.7,0.055045,0,0.15939,265.52,394.33,1.4614,-0.9521,0.10515,1.6,0.06729
0.0003912,0.54903,0.0098587,0.095422,1058.4,0.056015,0,0.1541,264.54,393.97,1.4643,-0.95588,0.11162,1.6,0.068477
0.00038963,0.54869,0.0096165,0.089644,1054.8,0.057091,0,0.14756,263.21,393.55,1.4675,-0.96102,0.11961,1.6,0.069792
0.00038855,0.54847,0.0093688,0.085677,1052.4,0.05783,0,0.14307,262.28,393.26,1.4699,-0.96461,0.12511,1.6,0.070696
0.00038781,0.5485,0.0092423,0.082665,1050.7,0.058538,0,0.13831,261.54,392.89,1.4723,-0.96749,0.13092,1.6,0.071561
0.00038659,0.54855,0.0089879,0.077786,1047.9,0.059684,0,0.1306,260.31,392.29,1.4763,-0.97223,0.14034,1.6,0.072962
0.00038474,0.54869,0.0088284,0.070748,1043,0.06126,0,0.11888,258.06,390.77,1.4841,-0.98089,0.15467,1.6,0.074888
0.00038432,0.54863,0.0087875,0.06935,1041.9,0.06157,0,0.11658,257.6,390.49,1.4856,-0.98269,0.15749,1.6,0.075267
0.00038425,0.54878,0.0087944,0.068806,1041.7,0.061686,0,0.11561,257.41,390.28,1.4865,-0.98341,0.15867,1.6,0.07541
0.00038237,0.54988,0.0087938,0.060443,1035.8,0.063411,0,0.10116,254.2,387.31,1.4998,-0.9958,0.17633,1.6,0.077518
0.00038439,0.55716,0.0091289,0.054485,1039.4,0.065144,0,0.084276,252.63,382.9,1.5185,-1.0019,0.19697,1.6,0.079637
0.00038502,0.55948,0.0092364,0.052585,1040.5,0.065697,0,0.07889,252.12,381.49,1.5245,-1.0038,0.20356,1.6,0.080313
0.00038577,0.56214,0.0094136,0.050294,1041.7,0.066296,0,0.071927,251.47,379.77,1.5317,-1.0064,0.21207,1.6,0.081045
0.00038782,0.56912,0.0098614,0.044521,1045,0.067812,0,0.054303,249.89,375.38,1.55,-1.0125,0.23362,1.6,0.082899
0.00038834,0.57237,0.010259,0.039085,1045,0.069137,0,0.035505,248.41,372.66,1.5615,-1.0182,0.2566,1.6,0.084518
0.00038892,0.57506,0.010556,0.035617,1045.5,0.070032,0,0.022996,247.42,370.62,1.57,-1.022,0.27189,1.6,0.085612
0.00038852,0.57507,0.010718,0.033137,1044.2,0.070582,0,0.013573,246.83,370.12,1.5724,-1.0243,0.28341,1.6,0.086285
0.00038608,0.57199,0.010975,0.026009,1038.8,0.072181,0,-0.016993,245.6,370.61,1.5718,-1.029,0.32077,1.6,0.088239
0.00076384,0.24411,0.028346,-0.25664,1867.4,-0.021004,0,0.23583,713.57,544.2,0.40773,0.77779,0.011705,1.6,-0.025677
0.00069159,0.47855,0.024627,-0.25234,1729.8,-0.032868,0,0.21919,607.11,511.42,0.70638,0.36676,0.032042,1.6,-0.040181
0.00069246,0.47662,0.024673,-0.25328,1731.6,-0.032692,0,0.21953,608.31,511.79,0.7036,0.37139,0.031634,1.6,-0.039964
0.00069926,0.46029,0.025042,-0.26048,1745,-0.031299,0,0.22207,617.82,514.73,0.68085,0.40809,0.028526,1.6,-0.038262
0.00070067,0.45699,0.025165,-0.26199,1747.9,-0.031033,0,0.22253,619.75,515.3,0.67641,0.41554,0.027958,1.6,-0.037937
0.0007076,0.43761,0.025562,-0.26915,1761.3,-0.029652,0,0.22487,629.71,518.46,0.65132,0.45401,0.025103,1.6,-0.036248
0.00071073,0.42996,0.025827,-0.27192,1767.6,-0.029135,0,0.22569,633.99,519.67,0.64146,0.47054,0.024096,1.6,-0.035616
0.00071829,0.40703,0.026122,-0.27764,1782.1,-0.027838,0,0.22768,645.02,523.16,0.6127,0.51313,0.021663,1.6,-0.034031
0.00072384,0.38764,0.026555,-0.27969,1792.3,-0.026828,0,0.22911,653.53,525.99,0.58851,0.54599,0.019918,1.6,-0.032797
0.00075328,0.28051,0.027938,-0.26974,1846.9,-0.022382,0,0.23451,698.36,540.11,0.45464,0.71905,0.013321,1.6,-0.027361
