"Density","Energy","Grid_Velocity:0","Grid_Velocity:1","Grid_Velocity:2","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Points:0","Points:1","Points:2"
0.00041396,1100.7,0.03353,0,0.0074245,1.485,0.58755,0.010828,0.050338,272.21,-0.92627,383.1,0.281,1.6,0.085788
0.00041843,1109.9,0.034702,0,-0.0071528,1.5052,0.5987,0.011735,0.044039,271.63,-0.9285,378.21,0.3183,1.6,0.088785
0.00035612,1309.2,0.010758,0,-0.39085,0.13251,-0.050551,-0.043952,0.0081816,521.09,0.034637,852.67,1.3,1.6,0.027525
0.00035333,1315,0.010965,0,-0.38978,0.14065,-0.054228,-0.04579,0.0088478,523.09,0.042366,862.52,1.2973,1.6,0.028055
0.0003475,1331.5,0.011412,0,-0.38746,0.15591,-0.061266,-0.049073,0.0095228,528.96,0.065007,886.92,1.2913,1.6,0.029198
0.00034475,1346.2,0.011714,0,-0.38589,0.16615,-0.066114,-0.051369,0.010243,534.36,0.085883,903,1.2873,1.6,0.029971
0.00034368,1368.8,0.012017,0,-0.38428,0.17487,-0.070619,-0.05367,0.011176,542.82,0.11853,920.38,1.2832,1.6,0.030746
0.00033919,1416.9,0.012734,0,-0.38047,0.1965,-0.081198,-0.059178,0.013358,560.69,0.18752,963.01,1.2734,1.6,0.032581
0.00033833,1483.8,0.013581,0,-0.37587,0.21504,-0.091935,-0.064471,0.01521,585.91,0.28492,1008.9,1.2617,1.6,0.034748
0.00033846,1504.2,0.013824,0,-0.37455,0.22032,-0.09508,-0.06604,0.015796,593.59,0.31457,1021.8,1.2583,1.6,0.03537
0.00033873,1521.1,0.014066,0,-0.37319,0.22383,-0.097494,-0.067081,0.016165,599.99,0.33926,1031.9,1.2548,1.6,0.035988
0.00034004,1586.4,0.014983,0,-0.36806,0.23767,-0.10668,-0.071417,0.017674,624.69,0.43461,1070.3,1.2417,1.6,0.038335
0.00033984,1621.8,0.015843,0,-0.36307,0.24579,-0.11185,-0.074015,0.018583,637.9,0.48561,1093.6,1.2289,1.6,0.040536
0.00033992,1647.3,0.016442,0,-0.35959,0.25156,-0.11568,-0.075757,0.019188,647.44,0.52246,1109.7,1.22,1.6,0.042067
0.00033973,1651.5,0.016861,0,-0.35706,0.25444,-0.11721,-0.076493,0.019672,648.83,0.52782,1112.7,1.2136,1.6,0.04314
0.00033492,1648.4,0.01829,0,-0.3483,0.26366,-0.12043,-0.078283,0.020848,646.77,0.51988,1125.4,1.1911,1.6,0.046797
0.00032742,1609.4,0.019112,0,-0.34307,0.26742,-0.11959,-0.07703,0.020818,631.13,0.45951,1122.8,1.1778,1.6,0.048899
0.0003116,1518.1,0.020469,0,-0.33424,0.27379,-0.11598,-0.074696,0.019886,594.74,0.31901,1112.7,1.1552,1.6,0.052371
0.00028327,1356.8,0.022072,0,-0.3234,0.28035,-0.10742,-0.068226,0.018221,531.03,0.073012,1091.1,1.1274,1.6,0.056473
0.00027084,1283.9,0.022711,0,-0.31903,0.28299,-0.10322,-0.065454,0.017392,502.28,-0.037985,1080.9,1.1163,1.6,0.058106
0.00024108,1115.7,0.023959,0,-0.31008,0.28852,-0.092606,-0.058361,0.014355,436.15,-0.29331,1051.4,1.0933,1.6,0.061299
0.00017386,747.53,0.027063,0,-0.28685,0.2982,-0.067103,-0.041921,0.0071287,291.75,-0.85084,978.44,1.0339,1.6,0.069243
0.00020536,917.57,0.025531,0,-0.29859,0.29451,-0.079687,-0.049568,0.010637,358.34,-0.59375,1014.4,1.064,1.6,0.065322
0.00021846,986.2,0.024931,0,-0.30314,0.29263,-0.084473,-0.052888,0.012154,385.25,-0.48985,1028,1.0756,1.6,0.063786
0.00043315,1339,0.0070444,0,-0.39085,0.14765,0.083247,-0.0029066,-0.0099524,532.33,0.078036,715.94,1.3,1.6,0.018023
0.00043637,1354.2,0.0071739,0,-0.38986,0.1486,0.084639,-0.0024891,-0.0095753,538.33,0.10121,718.72,1.2975,1.6,0.018355
0.00043989,1375.5,0.0073633,0,-0.38812,0.14568,0.084091,-0.0021548,-0.0081657,546.97,0.13454,724.36,1.293,1.6,0.018839
0.00044393,1400.6,0.0076015,0,-0.3859,0.14208,0.083326,-0.0015705,-0.0064716,557.07,0.17356,731.07,1.2873,1.6,0.019449
0.00045111,1449.6,0.0079598,0,-0.3814,0.13086,0.078843,-0.00042629,-0.0041757,577.07,0.25075,745.2,1.2758,1.6,0.020366
0.00045271,1460.5,0.0080372,0,-0.38043,0.12843,0.077883,-0.00023793,-0.0036822,581.52,0.26795,748.35,1.2733,1.6,0.020563
0.00045419,1471,0.0080794,0,-0.37953,0.12615,0.076874,-0.00013896,-0.003261,585.8,0.28447,751.33,1.271,1.6,0.020671
0.00046268,1530.4,0.0083201,0,-0.37443,0.11319,0.071142,0.00059542,-0.0008667,609.98,0.37784,768.07,1.258,1.6,0.021287
0.00047303,1600.4,0.00841,0,-0.36889,0.10075,0.065482,0.00091616,0.00064429,638.34,0.48733,786.15,1.2438,1.6,0.021517
0.00047366,1604.8,0.0084155,0,-0.36852,0.099951,0.065109,0.00094287,0.00078856,640.14,0.49429,787.35,1.2429,1.6,0.021531
0.00048216,1672.4,0.008301,0,-0.36189,0.089106,0.059619,0.00084318,0.0038307,667.48,0.59982,806.4,1.2259,1.6,0.021238
0.00048498,1691.9,0.0082657,0,-0.36013,0.086213,0.058211,0.00089198,0.0043133,675.34,0.63017,811.26,1.2214,1.6,0.021148
0.00048946,1725,0.0080556,0,-0.35655,0.081944,0.056034,0.00096583,0.0042364,688.7,0.68175,819.57,1.2122,1.6,0.020611
0.00049893,1794.3,0.0076215,0,-0.34915,0.073099,0.05155,0.00095665,0.0040646,716.64,0.78965,836.8,1.1933,1.6,0.0195
0.0005004,1817.9,0.0069265,0,-0.34223,0.069442,0.049335,0.00095751,0.0040898,726.19,0.82652,845.44,1.1756,1.6,0.017722
0.00050182,1837,0.0064036,0,-0.33704,0.06666,0.04768,0.00097884,0.0040768,733.87,0.85618,851.99,1.1623,1.6,0.016384
0.00048712,1783.2,0.0051609,0,-0.32838,0.068005,0.047147,0.00089232,0.0045911,712.37,0.77315,851.96,1.1402,1.6,0.013204
0.00047796,1751,0.0042563,0,-0.322,0.068385,0.046524,0.0007703,0.004768,699.49,0.72343,852.59,1.1238,1.6,0.01089
